Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield
France,Potatoes,1995,750.71,11.08,14.04,190591.5
India,Soybeans,2021,1261.5,43.82,13.51,20557.5
China,Sweet potatoes,2021,2266.08,111.3,27.22,69116.1
South Africa,Potatoes,2007,635.76,21.45,33.84,80251.8
Mexico,Potatoes,2021,2438.61,98.92,29.62,59898.0
Australia,Maize,2022,2744.94,38.88,21.24,28810.7
Argentina,Plantains and others,1999,1416.01,57.47,24.79,77444.5
India,Plantains and others,2016,1386.4,47.77,35.68,36455.3
Indonesia,Sorghum,2000,1212.88,82.73,31.01,12506.1
Japan,Rice,1993,1336.48,46.56,31.75,35505.5
Canada,Soybeans,2006,543.84,121.4,32.37,25107.6
France,Cassava,2004,1596.68,43.35,30.1,76269.0
Australia,Sweet potatoes,2018,2530.75,14.58,28.51,58170.5
India,Sorghum,1996,1740.77,68.95,16.4,15171.6
Germany,Sweet potatoes,1990,998.45,34.09,32.56,66134.1
Germany,Sweet potatoes,2020,479.26,166.63,17.5,190682.1
Germany,Soybeans,2010,481.13,116.63,28.66,28027.1
France,Maize,2005,2555.38,43.92,34.08,15861.3
India,Wheat,2012,2766.14,100.38,15.23,14868.2
France,Yams,2020,2227.35,30.81,14.03,58974.8
Japan,Cassava,2023,2985.16,25.23,15.67,54392.6
France,Cassava,2013,715.61,81.71,33.4,55499.6
Egypt,Wheat,2000,2003.35,14.67,35.0,9639.7
Argentina,Sweet potatoes,2018,1311.87,5.43,34.68,64501.1
Canada,Sorghum,2004,2590.06,41.55,30.94,5508.3
France,Rice,1992,460.22,36.07,13.68,25054.6
France,Maize,2010,2580.92,38.87,27.22,18603.7
Germany,Rice,2003,1573.73,74.14,31.59,44583.6
Egypt,Maize,1995,2452.67,50.07,26.08,24499.9
United States,Rice,2017,1910.31,64.21,13.91,43566.0
Canada,Maize,2007,1029.61,30.76,29.75,55392.6
Japan,Rice,2013,2029.11,71.37,23.43,40426.9
Germany,Potatoes,2014,975.3,32.23,33.63,96685.8
France,Plantains and others,1992,1309.47,190.24,37.36,32376.3
Nigeria,Maize,2023,907.05,32.31,35.52,43747.8
Nigeria,Rice,2001,2602.21,6.66,26.8,18393.9
Canada,Wheat,2020,540.88,79.35,35.14,18605.9
Egypt,Sorghum,2003,2825.8,12.02,18.83,8239.6
France,Cassava,2018,701.88,6.97,33.26,49954.1
South Africa,Wheat,2021,1319.33,94.24,18.42,38316.6
Nigeria,Wheat,1992,697.27,30.82,32.4,17283.0
Canada,Cassava,2003,2598.94,16.68,37.81,20480.3
India,Maize,2003,769.28,7.91,37.53,19880.3
Japan,Yams,2011,953.97,25.03,16.8,101628.4
Canada,Potatoes,2020,1308.47,71.81,37.78,113613.4
India,Sorghum,2001,1716.98,103.33,27.38,14863.1
Japan,Rice,1999,2070.41,111.59,23.06,35504.0
China,Sorghum,2002,222.99,121.98,12.77,13379.5
Indonesia,Potatoes,2007,1915.08,56.28,13.31,157341.4
Argentina,Plantains and others,2022,2476.36,32.54,26.58,37275.1
France,Soybeans,2014,1951.36,39.07,30.49,16508.3
Brazil,Soybeans,2023,2449.63,12.27,19.67,10385.7
United States,Sweet potatoes,2017,344.37,50.56,18.53,142570.8
China,Yams,2017,2664.67,8.61,20.63,42768.3
United States,Maize,2008,248.8,69.72,31.56,39056.1
Egypt,Wheat,2005,998.54,30.07,17.33,45327.1
South Africa,Plantains and others,1999,1401.87,11.2,12.66,72585.0
Nigeria,Cassava,2008,2964.1,98.91,19.61,65570.6
United States,Soybeans,1993,464.46,152.58,18.64,26936.8
Indonesia,Wheat,1998,1505.9,125.26,26.15,32662.1
Australia,Wheat,1993,1046.74,27.21,17.89,32881.6
Mexico,Potatoes,2012,1549.08,19.53,21.51,196636.9
Argentina,Yams,2010,1652.52,133.46,12.67,99643.6
Germany,Yams,2008,939.01,86.49,25.12,81207.9
Nigeria,Sweet potatoes,1990,679.24,20.02,27.26,140483.1
Germany,Rice,2014,1731.58,59.14,18.97,49824.9
South Africa,Maize,2023,1787.91,24.96,23.25,39990.3
South Africa,Maize,2014,785.92,38.0,28.96,48626.0
Canada,Wheat,2012,2481.73,27.7,33.47,6874.0
Japan,Sorghum,2000,279.87,17.84,13.84,15205.6
United States,Cassava,2012,480.4,47.38,20.19,135724.1
Egypt,Soybeans,2011,2028.6,41.64,22.3,20108.9
Nigeria,Soybeans,1998,524.04,9.13,20.03,23714.9
India,Plantains and others,1999,1252.46,111.09,35.0,41586.4
China,Maize,2016,718.07,64.82,37.91,21267.0
Japan,Potatoes,2017,688.93,6.28,25.15,192088.9
Argentina,Cassava,2021,2337.84,58.99,22.72,67268.6
Australia,Sorghum,1993,1784.8,106.01,31.14,10646.9
Australia,Sorghum,1996,2057.25,43.88,32.13,6284.9
Argentina,Yams,2002,2224.53,139.47,19.3,50737.7
France,Maize,2012,2667.94,60.48,31.35,18457.8
France,Cassava,2006,2966.46,42.33,12.05,41019.1
Egypt,Rice,2022,1893.92,12.22,18.23,50385.5
France,Sorghum,1991,2759.77,143.43,16.25,6906.7
France,Maize,1990,487.99,43.29,30.3,38767.2
India,Soybeans,2019,2327.24,20.18,20.05,12671.0
Nigeria,Rice,2010,1714.19,54.02,35.13,34154.6
Egypt,Potatoes,1994,1169.68,61.73,33.89,79847.4
France,Sweet potatoes,2011,2505.2,13.03,18.79,62132.2
India,Maize,2011,1453.2,12.27,29.67,46758.0
Mexico,Rice,2012,2156.64,40.66,34.2,22399.0
France,Wheat,2007,728.76,11.06,15.11,33937.8
Mexico,Plantains and others,2016,1172.81,32.27,23.81,102260.7
France,Rice,2020,1111.15,16.41,37.44,22646.5
Australia,Wheat,2019,651.51,20.22,25.81,41965.4
Japan,Sweet potatoes,2001,898.14,9.96,21.48,127650.9
Indonesia,Soybeans,2022,384.59,53.8,12.51,20403.5
Mexico,Soybeans,2017,703.99,43.48,12.09,17481.4
Nigeria,Yams,1998,418.95,17.23,32.21,59693.6
India,Rice,2012,1775.27,52.72,34.04,32130.0
Germany,Soybeans,2022,347.95,74.42,16.62,26158.7
Egypt,Sorghum,2013,519.23,10.39,30.36,14896.6
Mexico,Cassava,2018,1618.91,46.01,24.96,105640.5
France,Potatoes,2016,2949.96,44.25,30.24,58008.3
Mexico,Cassava,2022,2569.12,11.51,35.96,21353.1
Brazil,Sorghum,2019,1230.31,22.13,37.15,8525.9
Nigeria,Maize,2023,2137.53,99.16,21.34,34587.4
Argentina,Wheat,1991,1346.53,118.67,22.43,29929.2
India,Potatoes,2003,2524.1,36.75,20.47,91723.4
United States,Cassava,1998,2500.66,45.01,22.51,43261.7
Brazil,Sorghum,2003,2490.84,35.91,23.61,7218.8
France,Yams,2023,2601.37,20.2,16.4,54358.5
Germany,Wheat,2014,1150.62,76.23,36.57,16605.9
Argentina,Plantains and others,1992,1235.58,95.2,32.07,42534.7
France,Maize,2009,1772.66,34.17,26.16,39354.0
South Africa,Yams,2019,434.57,77.03,29.19,78459.2
Egypt,Soybeans,2013,2420.17,12.76,15.77,11769.0
Japan,Soybeans,2014,360.18,44.87,37.96,10323.3
Japan,Soybeans,2003,660.35,153.26,31.36,19681.7
Germany,Plantains and others,1991,2311.35,5.2,13.15,32818.6
Germany,Plantains and others,2019,1002.32,123.75,29.48,87459.4
Australia,Yams,1998,2148.02,35.46,31.0,31797.7
France,Cassava,1993,886.15,50.53,25.96,121539.0
Japan,Rice,2002,1109.09,78.3,12.93,28426.5
China,Sweet potatoes,2022,1040.98,13.24,31.69,84816.2
Indonesia,Potatoes,1997,897.26,22.56,26.75,176406.5
United States,Sorghum,1997,538.52,48.88,14.31,18878.1
China,Sweet potatoes,2012,1692.85,46.04,20.8,136895.8
Nigeria,Plantains and others,2019,1583.36,24.02,37.81,35884.5
South Africa,Wheat,1994,1834.52,24.29,30.29,16290.0
Nigeria,Yams,2019,2774.47,41.07,27.7,43683.9
Japan,Sweet potatoes,2015,953.31,33.14,19.18,170773.5
France,Sorghum,1991,2719.6,58.26,19.48,8292.2
Australia,Rice,1995,2905.66,36.48,37.88,8507.9
Germany,Yams,1992,994.16,22.38,34.83,43871.5
Argentina,Wheat,2013,1761.62,41.82,13.37,32412.9
United States,Cassava,1996,2712.49,42.72,22.5,51268.9
Nigeria,Rice,2018,1937.63,39.55,23.99,48269.4
India,Sweet potatoes,1998,2240.23,46.83,17.35,63465.3
Canada,Sorghum,2003,2450.15,146.95,14.67,8305.7
Indonesia,Rice,2021,624.84,27.52,22.26,53133.6
Argentina,Rice,2007,2837.34,69.5,12.73,12894.5
Canada,Yams,2018,2520.29,28.44,21.53,55683.4
France,Maize,1990,1604.81,7.26,35.56,24192.4
Australia,Cassava,1999,2820.43,12.44,31.57,27537.6
Canada,Sorghum,2013,2039.74,57.38,18.03,13841.8
Indonesia,Rice,1995,848.83,7.31,16.6,39307.5
Brazil,Sweet potatoes,2003,2652.07,115.36,30.16,38409.4
Australia,Maize,2013,259.03,8.32,34.25,37102.2
Canada,Sorghum,2003,1372.25,122.71,14.53,21057.9
Australia,Wheat,2007,1109.14,91.35,19.08,42218.4
Nigeria,Maize,2001,2632.02,20.62,34.87,13247.0
Argentina,Soybeans,2018,632.23,55.23,27.61,31611.3
Brazil,Wheat,2002,2268.39,86.72,14.86,14569.4
Mexico,Plantains and others,1998,2999.31,104.14,20.75,32108.7
United States,Rice,2003,983.13,106.16,27.26,52884.0
Nigeria,Rice,2015,463.69,40.1,32.67,38684.4
Germany,Rice,2000,1307.88,21.22,13.24,33337.9
Australia,Cassava,1997,1785.5,357.4,21.94,105646.4
France,Sorghum,2022,2774.57,214.8,31.62,4983.7
Canada,Soybeans,2018,2591.41,31.51,30.6,11783.4
South Africa,Rice,1990,1253.1,42.66,17.97,39534.3
Brazil,Cassava,1992,2416.31,40.48,31.7,24073.1
Germany,Plantains and others,2013,2637.92,48.45,28.66,30942.0
Mexico,Cassava,1998,1849.14,103.92,15.69,93043.1
Indonesia,Sorghum,1993,1136.89,13.51,36.67,8076.1
Argentina,Rice,2010,874.18,159.07,29.06,47557.6
Egypt,Rice,2013,1340.91,13.19,30.88,45989.8
Australia,Rice,2007,625.52,37.93,23.8,50827.7
Nigeria,Plantains and others,2021,1127.54,26.73,32.57,57951.6
United States,Rice,1990,672.88,17.49,16.16,39799.7
Nigeria,Yams,2016,1982.11,24.53,33.56,33248.6
India,Maize,2000,2872.69,28.79,12.44,12017.7
Canada,Soybeans,2017,1579.63,61.87,33.04,23215.0
Canada,Cassava,2019,1044.88,65.54,25.14,153251.7
Australia,Sorghum,1993,1808.22,30.25,34.82,5723.6
France,Sorghum,2007,1775.28,11.25,17.94,17138.8
South Africa,Sorghum,1992,2218.66,191.06,23.63,8396.0
India,Cassava,1991,2847.27,66.74,12.91,37375.3
Brazil,Sweet potatoes,2014,1252.87,14.82,27.33,135492.9
Indonesia,Cassava,2012,904.66,23.75,29.31,96385.3
Australia,Sweet potatoes,2014,2277.83,199.42,22.17,92180.7
India,Rice,2011,955.51,92.95,17.63,47582.2
United States,Yams,1990,1911.8,141.92,18.76,81081.3
Canada,Sorghum,1993,1433.03,10.51,23.8,18307.9
South Africa,Soybeans,1997,1911.54,6.0,26.45,17194.1
Egypt,Sweet potatoes,2015,2014.63,5.9,32.51,58347.3
United States,Maize,2010,522.86,116.38,25.77,58373.4
Argentina,Maize,2010,2682.02,10.3,18.0,20503.0
Brazil,Plantains and others,2022,1346.1,10.37,15.41,90039.0
Indonesia,Yams,2017,1427.04,101.66,36.6,47170.0
Germany,Sweet potatoes,2004,924.23,79.09,28.36,132033.4
Indonesia,Potatoes,2006,2730.88,18.64,27.65,74810.4
Germany,Maize,1997,1353.46,89.75,15.75,36690.2
Brazil,Maize,2000,827.14,61.71,21.03,48027.4
Germany,Potatoes,2014,2995.27,19.89,14.62,75618.0
Germany,Plantains and others,1993,1069.09,12.56,32.2,42255.9
Mexico,Soybeans,2012,875.25,132.66,15.6,22584.9
Germany,Soybeans,1999,1575.83,23.81,32.05,16588.2
Australia,Potatoes,1991,1676.29,25.22,37.59,60396.1
Brazil,Sorghum,2014,2105.38,128.15,21.73,12428.4
Australia,Potatoes,2022,1361.18,66.35,26.94,183977.9
South Africa,Rice,2008,1947.9,113.45,13.8,30723.6
Mexico,Rice,2023,871.18,23.45,37.18,27208.5
Australia,Sorghum,2013,296.98,87.32,30.44,13695.6
Australia,Sorghum,2019,255.1,94.03,22.83,23270.8
South Africa,Rice,2009,2824.95,30.41,33.91,13275.9
India,Cassava,1997,2104.1,52.67,22.87,66494.6
United States,Sorghum,2000,2946.01,75.61,37.84,3309.0
Nigeria,Sweet potatoes,2010,2043.93,55.93,34.84,46063.5
Argentina,Potatoes,2016,1081.42,6.13,35.62,87817.7
Germany,Wheat,2016,2241.91,15.92,13.92,15858.3
Egypt,Sweet potatoes,1996,556.6,60.75,17.8,173072.4
Egypt,Sorghum,2019,1060.58,80.77,27.01,21610.6
Brazil,Wheat,2000,424.32,30.67,37.22,11933.1
Brazil,Sweet potatoes,2010,1252.77,91.35,29.74,92985.7
Brazil,Yams,2023,2489.82,49.06,25.55,36674.5
Australia,Plantains and others,2000,2030.06,59.47,34.61,28063.6
Indonesia,Maize,2023,2203.17,64.93,23.86,30147.5
Japan,Rice,2020,1639.55,29.97,28.93,47598.4
Canada,Wheat,2014,642.14,42.69,25.52,35369.7
Germany,Cassava,2006,2716.16,175.09,34.51,22469.7
Japan,Soybeans,2018,2551.97,26.17,28.44,9197.3
United States,Plantains and others,1999,652.84,19.4,24.05,94301.1
Nigeria,Plantains and others,2021,581.99,26.87,18.31,129020.1
South Africa,Cassava,2019,581.88,226.35,36.38,50688.1
China,Plantains and others,2001,2453.18,20.3,34.3,14435.3
Germany,Wheat,2007,2868.39,10.82,31.21,8498.5
South Africa,Rice,2014,554.94,7.9,36.77,20591.2
Brazil,Wheat,2014,2585.32,202.9,23.23,13641.9
Egypt,Sorghum,1990,1319.57,127.43,24.15,21301.8
Argentina,Yams,2009,223.74,9.11,24.4,89117.5
Japan,Plantains and others,2004,1299.21,32.05,35.04,37868.8
Brazil,Maize,2012,611.78,35.14,24.0,41724.5
Brazil,Soybeans,2002,1097.41,7.1,13.22,15735.8
Germany,Potatoes,2007,479.76,108.02,29.99,147340.3
Argentina,Plantains and others,2004,884.49,37.08,36.58,44425.4
Egypt,Wheat,2012,802.87,179.35,37.14,20630.6
Japan,Wheat,2002,270.29,5.64,19.78,21641.7
Mexico,Maize,2010,1033.24,57.89,22.36,53263.1
Australia,Plantains and others,1995,2152.85,43.63,16.54,51146.9
China,Wheat,2013,1487.3,129.93,21.62,32382.8
China,Maize,2017,1292.27,42.39,14.45,37756.2
Argentina,Cassava,2010,1911.2,47.86,16.75,100077.9
Japan,Cassava,2009,2800.61,28.87,24.74,40240.2
Indonesia,Cassava,2001,769.46,26.42,15.27,134632.8
Germany,Sorghum,2001,1159.72,42.08,17.22,20623.6
Egypt,Wheat,2003,601.78,98.79,26.77,37625.4
India,Cassava,2001,513.22,37.0,25.22,90971.7
China,Potatoes,1994,2972.03,124.05,13.87,73443.4
China,Plantains and others,1996,1424.61,21.27,13.04,72932.7
United States,Sorghum,1990,517.08,21.05,28.4,14738.5
South Africa,Maize,2014,1208.84,36.8,13.07,36410.8
Indonesia,Cassava,2006,2375.03,19.57,25.74,51291.2
Nigeria,Soybeans,1996,1236.97,25.06,28.63,24932.9
South Africa,Cassava,2021,2928.49,49.66,32.94,20805.9
Brazil,Sorghum,1995,2075.76,32.06,26.75,9011.4
Egypt,Sweet potatoes,2018,1279.17,64.35,12.84,164383.2
South Africa,Yams,2016,1804.03,39.59,18.43,96181.8
Brazil,Soybeans,1993,2942.32,15.83,28.68,8703.2
India,Soybeans,2020,254.71,76.39,14.91,21373.6
Argentina,Maize,2010,573.33,102.16,29.49,54251.9
France,Sorghum,2023,2251.32,149.63,31.72,5878.0
Japan,Sweet potatoes,2022,2614.96,79.03,21.93,73952.5
Mexico,Soybeans,2006,353.63,45.49,26.74,24389.9
Egypt,Rice,2018,420.7,16.6,30.57,48620.0
United States,Sorghum,2004,2766.32,8.74,18.62,9266.8
France,Plantains and others,2015,1227.99,8.25,30.99,59262.3
India,Maize,2021,2510.22,35.15,24.2,23988.5
Indonesia,Potatoes,2007,660.34,25.69,13.74,237655.8
Mexico,Yams,1991,2439.28,26.37,17.78,38177.8
China,Yams,2006,2764.33,41.55,17.31,41566.8
Canada,Sorghum,1996,1538.84,108.86,16.16,19182.9
Nigeria,Soybeans,2020,2047.91,60.87,17.5,19828.3
Brazil,Potatoes,2019,299.54,16.95,26.02,160044.2
United States,Cassava,1994,1774.39,6.25,37.17,36432.8
Indonesia,Wheat,2014,1369.19,117.04,38.0,17818.0
Brazil,Yams,2004,2994.81,27.12,19.21,39875.2
Nigeria,Potatoes,2003,1267.27,7.61,21.04,219590.6
Mexico,Sorghum,1995,1032.95,64.36,19.34,19208.5
France,Sorghum,2023,426.97,30.35,19.85,19578.9
Germany,Plantains and others,1997,1703.84,366.33,30.67,45276.2
Canada,Cassava,2015,909.25,32.45,36.76,68947.8
Brazil,Wheat,2000,2956.79,19.64,36.49,6327.9
United States,Yams,2013,2033.07,19.46,23.55,74026.9
Japan,Soybeans,1998,2793.12,84.15,37.58,5146.7
South Africa,Rice,1997,2082.83,42.18,21.64,35927.2
Mexico,Sorghum,2017,2583.1,128.88,23.99,9845.0
Germany,Potatoes,1993,1053.14,19.37,37.15,79974.0
Japan,Yams,2014,724.21,13.61,27.8,75830.6
India,Wheat,2002,2245.69,75.75,36.91,7303.4
Indonesia,Plantains and others,2010,1877.48,50.96,12.08,66278.8
Indonesia,Plantains and others,1990,1747.46,51.63,22.73,86643.4
Argentina,Wheat,1994,1761.13,26.33,20.01,24532.2
Australia,Soybeans,2007,1300.18,8.89,28.47,23911.6
India,Soybeans,2011,601.33,73.15,26.28,34789.0
India,Sweet potatoes,2013,1429.02,60.04,28.95,120736.5
Japan,Maize,2023,1484.41,29.88,18.92,48549.4
China,Yams,2023,2722.69,138.31,27.09,36092.1
Japan,Potatoes,2016,1286.13,95.73,33.41,88118.5
Japan,Wheat,1997,1777.34,67.86,16.07,21160.2
United States,Potatoes,2019,1940.08,8.77,15.58,162392.9
Canada,Plantains and others,2004,1881.33,186.16,31.64,42849.3
Australia,Cassava,1990,1642.49,95.87,14.77,104499.1
China,Soybeans,1999,2505.16,163.97,16.15,7687.3
Japan,Potatoes,2020,502.35,36.29,28.53,158904.0
Australia,Sweet potatoes,1999,2068.91,18.07,15.05,91107.6
Mexico,Soybeans,2016,1681.39,6.15,27.74,21160.2
Japan,Sweet potatoes,2022,2139.61,27.31,17.05,82424.6
Australia,Potatoes,2010,2823.58,8.19,22.17,81809.2
Indonesia,Wheat,2021,459.31,44.01,15.16,45072.9
India,Potatoes,2020,392.81,40.75,28.11,179984.6
Indonesia,Rice,2015,2485.43,12.59,32.66,24827.3
France,Sweet potatoes,2004,2028.2,63.16,23.78,98053.0
China,Cassava,2011,2975.82,23.5,32.28,24381.8
Nigeria,Maize,2019,1146.39,10.64,19.65,68304.9
India,Sweet potatoes,2006,981.62,39.72,20.07,172059.3
Australia,Sorghum,2005,2276.91,25.43,27.81,7996.4
Nigeria,Rice,2001,2571.43,34.44,30.27,21002.6
Egypt,Yams,2013,1428.84,122.24,26.95,100594.1
Canada,Soybeans,2007,272.92,5.66,24.11,27553.5
Mexico,Wheat,2007,771.04,271.59,18.09,39623.4
Argentina,Sweet potatoes,2021,469.84,79.52,32.79,79416.4
Mexico,Sweet potatoes,2002,1848.33,17.85,14.16,108722.5
Nigeria,Potatoes,1996,1754.7,13.11,34.06,69071.4
South Africa,Yams,2008,2113.94,6.3,35.16,21531.4
Indonesia,Cassava,1994,2288.92,15.61,34.77,23306.6
Mexico,Maize,2001,570.9,35.5,13.13,33009.5
Brazil,Sweet potatoes,1993,930.37,74.18,13.25,115987.0
Japan,Potatoes,1996,461.99,10.2,29.28,106830.7
United States,Sorghum,1997,2859.93,16.16,13.83,7022.4
Germany,Sorghum,2017,879.99,109.36,21.42,23227.5
Brazil,Yams,1995,2234.87,99.53,25.77,38315.1
Indonesia,Soybeans,1996,549.61,21.79,16.39,25713.1
Egypt,Maize,1993,909.91,16.29,23.82,51869.4
Canada,Potatoes,2003,1981.91,16.42,17.96,151893.0
Nigeria,Cassava,1990,1164.71,28.03,27.06,98064.2
Germany,Wheat,1998,1800.08,61.73,16.09,29150.4
United States,Wheat,2014,731.77,26.91,13.01,40151.7
Mexico,Potatoes,2010,910.81,35.75,26.01,162350.7
Japan,Sorghum,1990,1398.07,20.24,20.18,16680.4
Brazil,Sweet potatoes,2004,752.05,27.19,16.75,135585.5
China,Sweet potatoes,1997,882.92,168.46,23.23,146903.3
Egypt,Potatoes,2004,684.04,92.96,36.41,105077.8
Nigeria,Cassava,2002,1577.61,17.36,16.7,122239.4
Brazil,Sweet potatoes,2001,826.98,46.24,31.68,85184.6
Australia,Plantains and others,1993,2980.47,18.05,18.9,34682.5
United States,Soybeans,1996,1038.09,72.13,16.25,23860.0
Canada,Maize,2003,1081.72,25.32,29.92,49475.0
China,Soybeans,2016,1458.06,30.04,27.52,25235.5
France,Rice,2020,1583.5,17.04,26.36,50413.0
India,Potatoes,2023,1622.02,33.43,25.1,144914.1
Australia,Wheat,2009,490.05,27.42,22.73,36052.6
Canada,Sorghum,2010,2439.88,39.13,13.34,9144.2
Canada,Maize,1990,2391.25,17.59,12.67,11908.7
Indonesia,Maize,2019,258.89,12.95,12.49,32961.9
Canada,Sorghum,1990,2605.75,10.11,21.49,7041.7
France,Cassava,2001,723.31,85.84,19.86,111954.7
India,Wheat,1995,1288.71,6.93,14.17,30890.1
Japan,Sorghum,2014,2831.28,64.73,29.1,5850.6
Mexico,Soybeans,1994,1120.18,14.36,34.84,16122.8
China,Maize,2016,2691.71,25.75,17.9,18343.7
Japan,Maize,2006,975.81,147.64,19.73,46174.0
Indonesia,Rice,2010,1325.82,15.16,13.13,37798.5
India,Sweet potatoes,2013,2055.84,8.39,26.29,84475.4
South Africa,Maize,2009,548.53,5.08,30.15,39318.1
Brazil,Wheat,1993,2841.98,53.48,34.97,5126.3
Australia,Plantains and others,2014,473.73,163.74,23.2,115579.6
Egypt,Maize,2020,2358.54,43.9,17.4,23259.3
Egypt,Sweet potatoes,2014,1385.69,21.89,36.99,78650.4
United States,Yams,2001,1174.26,14.49,23.62,112924.6
United States,Yams,1991,428.75,58.76,30.13,69189.7
Nigeria,Rice,1992,2911.71,30.6,34.05,13690.8
Brazil,Potatoes,2010,2237.55,112.3,31.72,47930.8
Nigeria,Sweet potatoes,1990,2523.41,34.32,13.74,61559.1
China,Plantains and others,1998,2189.39,18.6,29.12,34508.1
Australia,Sorghum,2020,1652.74,102.94,12.64,19648.2
Australia,Maize,2001,2957.87,12.59,28.36,21812.3
China,Soybeans,2017,533.9,170.89,13.87,19806.0
Australia,Potatoes,2012,935.75,57.98,36.04,105885.2
Australia,Maize,2016,971.85,10.07,12.49,31250.2
South Africa,Plantains and others,2005,1610.49,53.24,26.58,65067.1
Canada,Plantains and others,2007,366.78,31.41,14.89,87770.4
Canada,Rice,2001,745.36,6.16,26.72,51299.2
India,Yams,1995,589.51,49.97,36.89,47211.2
China,Potatoes,2003,1192.63,13.04,25.16,167980.7
United States,Potatoes,2015,1139.59,37.21,27.51,172392.3
Mexico,Wheat,2017,2406.21,8.87,27.96,10045.2
Australia,Sweet potatoes,2001,991.57,61.86,24.29,156591.6
Japan,Plantains and others,2017,2508.34,116.97,34.09,17630.2
Australia,Wheat,2008,1399.91,169.95,32.28,20071.9
Nigeria,Plantains and others,2006,1956.48,119.46,33.32,30262.8
Brazil,Potatoes,2009,652.46,13.03,23.68,165980.0
Australia,Maize,2011,1483.73,64.3,25.35,53899.6
China,Rice,1999,2608.76,48.06,16.06,14567.6
France,Sweet potatoes,2004,2078.51,72.02,22.85,94677.6
China,Potatoes,2014,1110.97,6.17,16.15,203622.0
China,Soybeans,2022,1545.48,163.38,15.62,21833.9
India,Rice,1998,1480.08,40.85,33.45,34509.2
South Africa,Wheat,1997,1174.77,138.21,18.97,32089.8
Nigeria,Wheat,2021,2215.62,41.59,28.15,18945.4
Argentina,Cassava,1999,655.41,102.67,18.91,119775.3
Germany,Yams,1990,612.46,13.65,33.62,36056.5
France,Sweet potatoes,2000,2970.64,15.46,13.32,53020.8
Japan,Plantains and others,2017,1597.21,26.92,17.48,80968.4
India,Soybeans,2023,266.22,42.88,18.54,23379.4
South Africa,Soybeans,2011,2518.7,30.37,13.41,7287.7
India,Cassava,2020,2136.31,75.1,34.38,34496.1
Germany,Maize,2021,1061.11,16.59,30.15,54522.7
Australia,Cassava,1991,387.9,30.83,33.88,42687.9
Germany,Wheat,2017,2008.09,42.66,28.76,17878.5
Egypt,Plantains and others,2012,1274.68,20.41,13.48,87891.1
Japan,Potatoes,2003,699.08,6.27,20.25,173851.4
Japan,Rice,2000,703.92,27.25,31.53,36303.3
Australia,Rice,2013,2651.78,37.51,34.97,13657.9
United States,Potatoes,1999,1340.87,163.33,22.81,200302.6
Nigeria,Plantains and others,2017,2417.89,15.04,15.97,45565.4
Argentina,Sorghum,2018,1796.38,6.81,19.69,16898.1
Japan,Soybeans,2013,415.8,126.39,28.17,23375.8
Australia,Wheat,1997,2032.85,25.91,30.68,15496.4
Germany,Plantains and others,1997,793.88,7.57,36.19,38089.2
India,Potatoes,1996,962.16,6.89,31.74,87517.0
Indonesia,Sorghum,2023,2546.13,45.51,36.19,3888.3
Nigeria,Potatoes,2012,1719.88,81.11,35.04,80853.4
Egypt,Maize,1993,2416.44,11.77,17.29,20717.3
India,Cassava,1990,1958.29,146.44,24.54,73956.8
Nigeria,Yams,2011,2129.54,10.87,32.47,31728.8
Mexico,Yams,1996,1788.95,73.53,32.45,38014.7
South Africa,Cassava,2018,2372.46,31.84,36.35,22481.5
Australia,Sorghum,2011,2737.06,113.59,27.72,8015.9
Mexico,Sweet potatoes,2019,2364.26,52.56,15.16,67400.0
Germany,Yams,1994,2393.69,277.66,28.74,30410.2
Japan,Cassava,2006,966.28,20.08,13.92,106025.1
South Africa,Rice,2006,2242.61,56.82,36.18,17611.5
Japan,Sweet potatoes,2003,397.38,58.18,23.99,137159.7
Indonesia,Cassava,2000,783.57,117.21,37.85,55477.3
Australia,Yams,2009,731.97,85.87,23.9,127795.7
Japan,Potatoes,2003,1702.24,114.91,31.98,81613.9
Japan,Cassava,1992,1504.66,112.58,12.99,99647.4
United States,Potatoes,1999,1609.38,49.9,30.48,119189.4
South Africa,Sorghum,1992,567.95,44.4,17.5,16766.4
